FID,CLASS,COMID,REACHCODE,GNIS_ID,GNIS_NAME
764,7,20215190,18090204000050,00241273,Darwin Wash
765,7,20215202,18090204000051,00241273,Darwin Wash
766,7,20215206,18090204000286, , 
767,7,20215208,18090204000052,00241273,Darwin Wash
768,7,20215212,18090204000275, , 
769,7,20215248,18090204000090,00245289,Lucky Jim Wash
770,7,20215256,18090204000089,00245289,Lucky Jim Wash
771,7,20215258,18090204000088, , 
772,7,20215260,18090204000330,00245289,Lucky Jim Wash
773,7,20215264,18090204000400, , 
774,7,20215276,18090204000671, , 
775,7,20215286,18090204000672, , 
776,7,20215290,18090204000712, , 
777,7,20215296,18090204000695, , 
778,7,20215310,18090204000715, , 
779,7,20215312,18090204000415, , 
780,7,20215316,18090204000406, , 
781,7,20215318,18090204000411, , 
782,7,20215326,18090204000669, , 
783,7,20215342,18090204000707, , 
784,7,20215346,18090204000407, , 
785,7,20215356,18090204000419, , 
786,7,20215376,18090204000706, , 
787,7,20215416,18090204000704, , 
788,7,20215438,18090204000703, , 
789,7,20215446,18090204000716, , 
790,7,20215452,18090204000717, , 
791,7,20215456,18090204000702, , 
792,7,20215464,18090204000701, , 
793,7,20215466,18090204000721, , 
794,7,20215476,18090204000700, , 
795,7,20215500,18090204000667, , 
796,7,20215520,18090204000569, , 
797,7,20215524,18090204000558, , 
798,7,20215526,18090204000576, , 
799,7,20215532,18090204000568, , 
800,7,20215538,18090204000613, , 
801,7,20215548,18090204000557, , 
802,7,20215550,18090204000563, , 
803,7,20215556,18090204000556, , 
804,7,20215578,18090204000364, , 
805,7,20215596,18090204000579, , 
806,7,20215624,18090204000626, , 
807,7,20215648,18090204000565, , 
808,7,20215658,18090204000564, , 
809,7,20215672,18090204000635, , 
810,7,20215696,18090204000595, , 
811,7,20215750,18090204000621, , 
812,7,20215766,18090204000783, , 
813,7,20215800,18090204000774, , 
814,7,20215806,18090204000775, , 
815,7,20216062,18090204000247, , 
816,7,20216066,18090204000314, , 
817,7,20216072,18090204000291,00244712,Lee Wash
818,7,20216078,18090204000083,00249123,Santa Rosa Wash
819,7,20216082,18090204000080,00249123,Santa Rosa Wash
820,7,20216086,18090204000077,00247919,Rainbow Canyon
821,7,20216088,18090204000246, , 
822,7,20216094,18090204000404, , 
823,7,20216116,18090204000688, , 
824,7,20216118,18090204000053,00241273,Darwin Wash
825,7,20216128,18090204000277, , 
826,7,20216130,18090204000674, , 
827,7,20216140,18090204000091,00245289,Lucky Jim Wash
828,7,20216148,18090204000412, , 
829,7,20216150,18090204000087,00245289,Lucky Jim Wash
830,7,20216152,18090204000670, , 
831,7,20216230,18090204000555, , 
832,7,20216266,18090204000773, , 
833,7,20216276,18090204000046,00241273,Darwin Wash
834,7,20216360,18090204000783, , 
835,7,20216676,18090204000003, , 
836,7,20216684,18090204000550, , 
837,7,20216686,18090204000766, , 
838,7,20216690,18090204000768, , 
839,7,20216692,18090204000006, , 
840,7,20216712,18090204000547, , 
841,7,20216714,18090204000007, , 
842,7,20216720,18090204000008, , 
843,7,20216724,18090204000548, , 
844,7,20216726,18090204000009, , 
845,7,20216728,18090204000739, , 
846,7,20216734,18090204000737, , 
847,7,20216736,18090204000738, , 
848,7,20216738,18090204000738, , 
849,7,20216740,18090204000738, , 
850,7,20216742,18090204000741, , 
851,7,20216754,18090204000010, , 
852,7,20216758,18090204000960, , 
853,7,20216764,18090204000545, , 
854,7,20216766,18090204000011, , 
855,7,20216768,18090204000543, , 
856,7,20216770,18090204000012, , 
857,7,20216788,18090204000013, , 
858,7,20216792,18090204000528, , 
859,7,20216796,18090204000424, , 
860,7,20216800,18090204000540, , 
861,7,20216802,18090204000014, , 
862,7,20216804,18090204000532, , 
863,7,20216808,18090204000527, , 
864,7,20216810,18090204000535, , 
865,7,20216818,18090204000526, , 
866,7,20216822,18090204000015, , 
867,7,20216824,18090204000016, , 
868,7,20216828,18090204000017, , 
869,7,20216836,18090204000429, , 
870,7,20216838,18090204000427, , 
871,7,20216846,18090204000018, , 
872,7,20216854,18090204000433, , 
873,7,20216856,18090204000520, , 
874,7,20216860,18090204000519, , 
875,7,20216862,18090204000020, , 
876,7,20216866,18090204000518, , 
877,7,20216868,18090204000021, , 
878,7,20216874,18090204000022, , 
879,7,20216878,18090204000023, , 
880,7,20216888,18090204000514, , 
881,7,20216896,18090204000024, , 
882,7,20216902,18090204000025, , 
883,7,20216906,18090204000026, , 
884,7,20216914,18090204000503, , 
885,7,20216916,18090204000506, , 
886,7,20216922,18090204000504, , 
887,7,20216924,18090204000505, , 
888,7,20216926,18090204000959, , 
889,7,20216930,18090204000495, , 
890,7,20216932,18090204000958, , 
891,7,20216938,18090204000494, , 
892,7,20216942,18090204000498, , 
893,7,20216944,18090204000492, , 
894,7,20216950,18090204000490, , 
895,7,20216952,18090204000027, , 
896,7,20216982,18090204000643, , 
897,7,20216996,18090204000641, , 
898,7,20216998,18090204000028, , 
899,7,20217004,18090204000029, , 
900,7,20217012,18090204000476, , 
901,7,20217014,18090204000030, , 
902,7,20217016,18090204000034, , 
903,7,20217026,18090204000474, , 
904,7,20217028,18090204000035, , 
905,7,20217030,18090204000646, , 
906,7,20217036,18090204000475, , 
907,7,20217038,18090204000647, , 
908,7,20217042,18090204000036, , 
909,7,20217044,18090204000031, , 
910,7,20217046,18090204000650, , 
911,7,20217054,18090204000032, , 
912,7,20217056,18090204000437, , 
913,7,20217074,18090204000722, , 
914,7,20217632,18090204000551, , 
915,7,20217638,18090204000769, , 
916,7,20217640,18090204000746, , 
917,7,20217644,18090204000737, , 
918,7,20217648,18090204000019, , 
919,7,20217650,18090204000538, , 
920,7,20217652,18090204000521, , 
921,7,20217656,18090204000525, , 
922,7,20217658,18090204000652, , 
923,7,20217672,18090204000958, , 
924,7,20217722,18090204000949, , 
925,7,20217736,18090204000733, , 
926,7,20217740,18090204000735, , 
927,7,20217742,18090204000732, , 
928,7,20217746,18090204000731, , 
929,7,20217758,18090204000476, , 
930,7,20217760,18090204000489, , 
931,7,20217762,18090204000477, , 
932,7,20217764,18090204000478, , 
933,7,20217766,18090204000488, , 
934,7,20217768,18090204000479, , 
935,7,20217770,18090204000481, , 
936,7,20217772,18090204000487, , 
937,7,20217774,18090204000480, , 
938,7,20217796,18090204000475, , 
939,7,20217800,18090204000468, , 
940,7,20217802,18090204000459, , 
941,7,20217806,18090204000469, , 
942,7,20217810,18090204000460, , 
943,7,20217816,18090204000036, , 
944,7,20217820,18090204000458, , 
945,7,20217822,18090204000473, , 
946,7,20217824,18090204000467, , 
947,7,20217844,18090204000457, , 
948,7,20217846,18090204000037, , 
949,7,20218014,18090204000441, , 
950,7,20218020,18090204000442, , 
951,7,20218024,18090204000445, , 
952,7,20218030,18090204000450, , 
953,7,20218034,18090204000447, , 
954,7,20218590,18090204000440, , 
955,7,20218594,18090204000971, , 
956,7,20218598,18090204000441, , 
957,7,20218600,18090204000450, , 
958,7,20218608,18090204000040, , 
959,7,20218612,18090204000041, , 
960,7,20218614,18090204000042, , 
961,7,20218686,18090204000038, , 
962,7,20220438,18090204000251, , 
963,7,20222737,18090203000881, , 
964,7,20222741,18090203000880, , 
965,7,20222743,18090203000879, , 
966,7,20222753,18090203000145, , 
967,7,20222769,18090203001774, , 
968,7,20222779,18090203002610, , 
969,7,20222789,18090203000889, , 
970,7,20222795,18090203000877, , 
971,7,20222799,18090203000904, , 
972,7,20222815,18090203000876, , 
973,7,20222841,18090203000896, , 
974,7,20222861,18090203000874, , 
975,7,20222867,18090203000894, , 
976,7,20222875,18090203000901, , 
977,7,20222877,18090203002610, , 
978,7,20222903,18090203000141, , 
979,7,20222913,18090203000852, , 
980,7,20222919,18090203000858, , 
981,7,20222931,18090203000850, , 
982,7,20222935,18090203000873, , 
983,7,20222947,18090203000847, , 
984,7,20222949,18090203000846, , 
985,7,20222951,18090203000856, , 
986,7,20222953,18090203000855, , 
987,7,20222987,18090203000844, , 
988,7,20222993,18090203000816, , 
989,7,20222999,18090203000913, , 
990,7,20223011,18090203000912, , 
991,7,20223013,18090203000910, , 
992,7,20223019,18090203000822, , 
993,7,20223031,18090203000827, , 
994,7,20223033,18090203000821, , 
995,7,20223039,18090203000820, , 
996,7,20223041,18090203000909, , 
997,7,20223047,18090203000909, , 
998,7,20223053,18090203000815, , 
999,7,20223059,18090203000810, , 
1000,7,20223063,18090203000810, , 
1001,7,20223065,18090203000811, , 
1002,7,20223069,18090203000810, , 
1003,7,20223071,18090203000813, , 
1004,7,20223083,18090203000828, , 
1005,7,20223085,18090203000793, , 
1006,7,20223087,18090203000789, , 
1007,7,20223091,18090203000908, , 
1008,7,20223103,18090203000809, , 
1009,7,20223105,18090203000829, , 
1010,7,20223111,18090203000830, , 
1011,7,20223115,18090203000791, , 
1012,7,20223117,18090203000788, , 
1013,7,20223123,18090203000836, , 
1014,7,20223127,18090203000807, , 
1015,7,20223129,18090203000837, , 
1016,7,20223139,18090203000764, , 
1017,7,20223141,18090203000189,00227264,Little Grapevine Creek
1018,7,20223143,18090203000787, , 
1019,7,20223299,18090203000882, , 
1020,7,20223307,18090203000178, , 
1021,7,20223309,18090203000164, , 
1022,7,20223329,18090203002609, , 
1023,7,20223339,18090203000878, , 
1024,7,20223345,18090203000902, , 
1025,7,20223361,18090203000832, , 
1026,7,20223365,18090203000792, , 
1027,7,20223379,18090203002609, , 
1028,7,20223381,18090203002610, , 
1029,7,20223383,18090203002610, , 
1030,7,20223385,18090203002610, , 
1031,7,20223555,18090203000189,00227264,Little Grapevine Creek
1032,7,20223557,18090203000764, , 
1033,7,20223577,18090203000787, , 
1034,7,20223589,18090203000187, , 
1035,7,20223603,18090203000754, , 
1036,7,20223623,18090203000186, , 
1037,7,20223631,18090203000777, , 
1038,7,20223639,18090203000753, , 
1039,7,20223645,18090203000778, , 
1040,7,20223649,18090203000185, , 
1041,7,20223651,18090203000781, , 
1042,7,20223675,18090203000751, , 
1043,7,20223703,18090203000736, , 
1044,7,20223713,18090203000184, , 
1045,7,20223721,18090203000735, , 
1046,7,20223725,18090203000732, , 
1047,7,20223745,18090203000731, , 
1048,7,20223749,18090203000730, , 
1049,7,20223799,18090203000632, , 
1050,7,20223811,18090203000630, , 
1051,7,20223817,18090203000968, , 
1052,7,20223823,18090203000643, , 
1053,7,20223835,18090203000969, , 
1054,7,20223847,18090203000976, , 
1055,7,20223851,18090203000977, , 
1056,7,20223853,18090203000118,00232308,Salt Creek
1057,7,20223861,18090203000118,00232308,Salt Creek
1058,7,20223869,18090203001018, , 
1059,7,20223871,18090203000117,00232308,Salt Creek
1060,7,20223893,18090203001019, , 
1061,7,20223897,18090203000994, , 
1062,7,20223905,18090203000644, , 
1063,7,20223917,18090203001001,00242017,Emigrant Wash
1064,7,20223923,18090203002334, , 
1065,7,20223927,18090203000984, , 
1066,7,20223943,18090203000985, , 
1067,7,20223969,18090203000989, , 
1068,7,20223995,18090203001002,00242017,Emigrant Wash
1069,7,20224001,18090203000991, , 
1070,7,20224019,18090203001003,00242017,Emigrant Wash
1071,7,20224065,18090203001004,00242017,Emigrant Wash
1072,7,20224079,18090203001006, , 
1073,7,20224081,18090203001005,00242017,Emigrant Wash
1074,7,20224199,18090203000837, , 
1075,7,20224203,18090203000188, , 
1076,7,20224207,18090203000761, , 
1077,7,20224215,18090203000729, , 
1078,7,20224221,18090203000633, , 
1079,7,20224225,18090203000640, , 
1080,7,20224227,18090203000631, , 
1081,7,20224229,18090203000978, , 
1082,7,20224233,18090203000982, , 
1083,7,20224241,18090203000995, , 
1084,7,20224247,18090203000996, , 
1085,7,20224253,18090203000117,00232308,Salt Creek
1086,7,20224337,18090203001039, , 
1087,7,20224339,18090203001039, , 
1088,7,20224341,18090203001039, , 
1089,7,20224343,18090203001039, , 
1090,7,20224349,18090203001039, , 
1091,7,20224355,18090203001037, , 
1092,7,20224357,18090203000117,00232308,Salt Creek
1093,7,20224369,18090203002400, , 
1094,7,20224371,18090203000114,00232308,Salt Creek
1095,7,20224373,18090203000113,00232308,Salt Creek
1096,7,20224381,18090203002398, , 
1097,7,20224383,18090203002399,00232308,Salt Creek
1098,7,20224385,18090203002403, , 
1099,7,20224395,18090203002393, , 
1100,7,20224397,18090203002394, , 
1101,7,20224401,18090203002391, , 
1102,7,20224403,18090203000112, , 
1103,7,20224617,18090203002402, , 
1104,7,20224619,18090203000115,00232308,Salt Creek
1105,7,20224645,18090203002642, , 
1106,7,20224647,18090203002643,00232308,Salt Creek
1107,7,20224649,18090203002644, , 
1108,7,20224651,18090203002645, , 
1109,7,20224655,18090203002647, , 
1110,7,20224657,18090203002648, , 
1111,7,20224659,18090203002649, , 
1112,7,20224661,18090203002686,00232308,Salt Creek
1113,7,20224663,18090203002687,00232308,Salt Creek
1114,7,20224665,18090203002688, , 
1115,7,20225005,18090203001005,00242017,Emigrant Wash
1116,7,20225035,18090203001006, , 
1117,7,20225051,18090203002409, , 
1118,7,20225059,18090203001085, , 
1119,7,20225061,18090203001084, , 
1120,7,20225073,18090203001100,00256032,Blackwater Wash
1121,7,20225083,18090203001088, , 
1122,7,20225625,18090203001059, , 
1123,7,20225637,18090203002406, , 
1124,7,20225653,18090203001050, , 
1125,7,20225657,18090203001050, , 
1126,7,20225661,18090203001051, , 
1127,7,20225665,18090203000109, , 
1128,7,20225667,18090203002409, , 
1129,7,20225671,18090203001860, , 
1130,7,20225683,18090203001099,00256032,Blackwater Wash
1131,7,20225685,18090203000121,00256049,Furnace Creek Wash
1132,7,20225687,18090203000120,00256049,Furnace Creek Wash
1133,7,20225689,18090203001858, , 
1134,7,20225691,18090203001100,00256032,Blackwater Wash
1135,7,20225695,18090203001849, , 
1136,7,20225697,18090203000122,00256049,Furnace Creek Wash
1137,7,20225703,18090203000119,00256049,Furnace Creek Wash
1138,7,20225705,18090203001848, , 
1139,7,20225707,18090203000123,00256049,Furnace Creek Wash
1140,7,20225709,18090203000124,00256049,Furnace Creek Wash
1141,7,20225711,18090203000125,00256049,Furnace Creek Wash
1142,7,20225713,18090203000108, , 
1143,7,20225731,18090203001842, , 
1144,7,20225735,18090203002382, , 
1145,7,20225737,18090203002383, , 
1146,7,20225739,18090203001841, , 
1147,7,20225741,18090203000127,00256049,Furnace Creek Wash
1148,7,20225745,18090203000128,00256049,Furnace Creek Wash
1149,7,20225747,18090203002388, , 
1150,7,20225759,18090203000129,00256049,Furnace Creek Wash
1151,7,20225765,18090203000106, , 
1152,7,20225771,18090203000130,00256049,Furnace Creek Wash
1153,7,20225777,18090203000105, , 
1154,7,20225797,18090203000131,00256049,Furnace Creek Wash
1155,7,20225805,18090203000132,00256049,Furnace Creek Wash
1156,7,20225809,18090203002376, , 
1157,7,20225811,18090203000104, , 
1158,7,20225815,18090203001111, , 
1159,7,20225819,18090203000103, , 
1160,7,20225821,18090203000133,00256049,Furnace Creek Wash
1161,7,20225825,18090203000134,00256049,Furnace Creek Wash
1162,7,20225837,18090203000135,00256049,Furnace Creek Wash
1163,7,20225845,18090203001126, , 
1164,7,20225849,18090203000137,00256049,Furnace Creek Wash
1165,7,20225851,18090203001829, , 
1166,7,20225855,18090203000138,00256049,Furnace Creek Wash
1167,7,20225859,18090203001830, , 
1168,7,20225875,18090203002583,00238578,Amargosa River
1169,7,20225883,18090203000139,00256049,Furnace Creek Wash
1170,7,20225911,18090203001157, , 
1171,7,20225913,18090203001168, , 
1172,7,20225915,18090203000377, , 
1173,7,20225919,18090203001744, , 
1174,7,20225923,18090203001174, , 
1175,7,20225925,18090203001166, , 
1176,7,20225927,18090203001158, , 
1177,7,20225929,18090203001159, , 
1178,7,20225931,18090203001160, , 
1179,7,20225935,18090203001743, , 
1180,7,20225939,18090203001163, , 
1181,7,20225947,18090203002564,00238578,Amargosa River
1182,7,20225949,18090203001742, , 
1183,7,20225951,18090203000001, , 
1184,7,20225955,18090203001704, , 
1185,7,20225961,18090203001736, , 
1186,7,20225965,18090203001735, , 
1187,7,20225967,18090203001717, , 
1188,7,20225969,18090203001738, , 
1189,7,20225971,18090203001705, , 
1190,7,20225973,18090203001709, , 
1191,7,20225977,18090203001710, , 
1192,7,20225979,18090203001702,00238578,Amargosa River
1193,7,20225983,18090203001718, , 
1194,7,20226003,18090203001713, , 
1195,7,20226007,18090203001714, , 
1196,7,20226011,18090203001715, , 
1197,7,20226015,18090203001980, , 
1198,7,20226023,18090203000004,00238578,Amargosa River
1199,7,20226025,18090203000002, , 
1200,7,20226027,18090203000003, , 
1201,7,20226041,18090203001720, , 
1202,7,20226043,18090203001723, , 
1203,7,20226053,18090203001726, , 
1204,7,20226055,18090203001730, , 
1205,7,20226061,18090203001728, , 
1206,7,20226063,18090203001728, , 
1207,7,20226073,18090203001988, , 
1208,7,20226077,18090203001721, , 
1209,7,20226079,18090203001982, , 
1210,7,20226081,18090203001987, , 
1211,7,20226087,18090203001707, , 
1212,7,20226095,18090203001749,00251613,Willow Creek
1213,7,20226097,18090203001701, , 
1214,7,20226099,18090203000005,00238578,Amargosa River
1215,7,20226101,18090203001749,00251613,Willow Creek
1216,7,20226105,18090203001749,00251613,Willow Creek
1217,7,20226111,18090203001749,00251613,Willow Creek
1218,7,20226113,18090203001752, , 
1219,7,20226115,18090203001749,00251613,Willow Creek
1220,7,20226119,18090203001751, , 
1221,7,20226121,18090203001211, , 
1222,7,20226125,18090203001751, , 
1223,7,20226129,18090203001754, , 
1224,7,20226135,18090203001755, , 
1225,7,20226137,18090203001756, , 
1226,7,20226143,18090203001212, , 
1227,7,20226145,18090203001700, , 
1228,7,20226147,18090203000006,00238578,Amargosa River
1229,7,20226151,18090203001757, , 
1230,7,20226163,18090203000007,00238578,Amargosa River
1231,7,20226169,18090203001221, , 
