OBJECTID,Common_Name,Scientific_Name,FID,Presence_Type,Data_Source_Name,Data_Source_Path,Notes,Observation_Date,Collections,HUC_12
104,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030204
105,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030204
106,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030204
107,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030204
108,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030204
109,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030204
110,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030204
111,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\sqpoly,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
112,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
113,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
114,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
115,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
116,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
117,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
118,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
119,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
120,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
121,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
122,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
123,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
124,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
125,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
126,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
127,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
128,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
129,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
130,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
131,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
132,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
133,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
134,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
135,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
136,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
137,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
138,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
139,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
140,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
141,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
142,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
143,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
144,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
145,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
146,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
147,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
148,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
149,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
150,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Observed,Mendocino National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Mendocino,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030205
151,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\sqpoly,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030301
152,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\sqpoly,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030302
153,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\sqpoly,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030302
154,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Expert Opinion,"Moyle, Katz and Santos",direct addition,Adding in the rest of the eel as translocations,5/8/2012 16:49:43,"Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030401
155,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Expert Opinion,"Moyle, Katz and Santos",direct addition,Adding in the rest of the eel as translocations,5/8/2012 16:49:43,"Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030402
156,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Expert Opinion,"Moyle, Katz and Santos",direct addition,Adding in the rest of the eel as translocations,5/8/2012 16:49:43,"Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030403
157,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Expert Opinion,"Moyle, Katz and Santos",direct addition,Adding in the rest of the eel as translocations,5/8/2012 16:49:43,"Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030404
158,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Expert Opinion,"Moyle, Katz and Santos",direct addition,Adding in the rest of the eel as translocations,5/8/2012 16:49:43,"Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030405
159,Sacramento pikeminnow,Ptychocheilus grandis,CPG01,Translocated - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\sqpoly,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, Best available knowledge 8/2013",180101030406
